NRO. RESOLUCIÓN,FECHA DE EMISIÓN,ASUNTO,NOMBRE DE LA ORGANIZACIÓN,TIPO DE SERVICIO,TIPO DE SERVICIO ESPECIFÍCO,APROBADO POR,PEDIDO_UNIFICADO
SGDPN-DRCPN-2025-0264-R,2025-04-23,REGISTRO DE DIRECTIVA,FUNDACIÓN PARA LA VIDA SOSTENIBLE Y SUSTENTABLE YANAPUMA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0265-R,2025-04-23,REGISTRO DE DIRECTIVA,FUNDACIÓN JALLINGA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0266-R,2025-04-23,INCLUSIÓN Y EXCLUSIÓN DE SOCIOS,"ASOCIACIÓN JATUN AYLLU JUAN PASTO ""AJA""",Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSIÓN Y EXCLUSIÓN DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0267-R,2025-04-23,PERSONERIA JURIDICA,FUNDACIÓN MURUPAKARY,Personería jurídica a organizaciones sin fines de lucro,Personería jurídica de fundaciones,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0268-R,2025-04-24,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA SAN PEDRO DE MUYUNA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0269-R,2025-04-24,PERSONERIA JURIDICA,FUNDACIÓN RANTINCHI FOUNDATION ECUADOR,Personería jurídica a organizaciones sin fines de lucro,Personería jurídica de fundaciones,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0270-R,2025-04-25,INCLUSIÓN DE SOCIOS,FUNDACIÓN PUEBLO INDIO DEL ECUADOR,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSIÓN DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0271-R,2025-04-25,REGISTRO DE DIRECTIVA,COMITÉ POBLACIONAL DE GESTIÓN COMUNITARIA WANKAVIKAS DE ENGABAO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0272-R,2025-04-25,INCLUSIÓN Y EXCLUSIÓN DE SOCIOS,CENTRO SHUAR MAYAIK,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSIÓN Y EXCLUSIÓN DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0273-R,2025-04-25,REFORMA DE ESTATUTO,CENTRO SHUAR TIGUANO,Reforma y mejoramiento del Estatuto,Reforma y codificación del Estatuto,Luis Fernando Sarango Macas,REFORMA DE ESTATUTO | Reforma y mejoramiento del Estatuto
SGDPN-DRCPN-2025-0274-R,2025-04-25,PERSONERIA JURIDICA,FUNDACION KAWSAY ÑAN,Personería jurídica a organizaciones sin fines de lucro,Personería jurídica de fundaciones,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0275-R,2025-04-25,REGISTRO DE DIRECTIVA,ASOCIACIÓN KICHWA 12 DE FEBRERO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0276-R,2025-04-25,REGISTRO DE DIRECTIVA,COMUNIDAD WAORANI DE KONIPARE,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0277-R,2025-04-25,REGISTRO DE DIRECTIVA,CENTRO SHUAR TUUTINENTSA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0278-R,2025-04-25,REGISTRO DE DIRECTIVA,FUNDACIÓN NUESTROS PÁRAMOS Y BIODIVERSIDAD FUNUPAB,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0279-R,2025-04-25,REGISTRO DE DIRECTIVA,ASOCIACIÓN DE MUJERES NEGRAS YEMANYA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0280-R,2025-04-25,INCLUSIÓN DE SOCIOS,ASOCIACIÓN DE MUJERES NEGRAS YEMANYA,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSIÓN DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0281-R,2025-04-28,REGISTRO DE DIRECTIVA,"ORGANIZACIÓN COMUNIDAD ""NUEVA JUVENTUD""",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0282-R,2025-04-28,REGISTRO DE DIRECTIVA,CENTRO SHUAR CHAYUK,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0283-R,2025-04-28,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA SHIRIPUNO DE GUAYUSA YAKW,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0284-R,2025-04-28,INCLUSIÓN DE SOCIOS,COMUNIDAD KICHWA SHIRIPUNO DE GUAYUSA YAKW,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSIÓN DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0285-R,2025-04-28,REGISTRO DE DIRECTIVA,ASOCIACIÓN DE MUJERES INDÍGENAS PRINCESA PACHA DUCHICELA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0286-R,2025-04-28,REGISTRO DE DIRECTIVA,CENTRO SHUAR KUWAKASH,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0287-R,2025-04-28,INCLUSIÓN DE SOCIOS,CENTRO SHUAR KUWAKASH,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSIÓN DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0288-R,2025-04-28,REGISTRO DE DIRECTIVA,CENTRO KICHWA DE MIRADOR DE ALTO COCA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0289-R,2025-04-28,INCLUSIÓN DE SOCIOS,CENTRO KICHWA DE MIRADOR DE ALTO COCA,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSIÓN DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0290-R,2025-04-29,REGISTRO DE DIRECTIVA,"ASOCIACIÓN ""PAKARICHIK MAMAKUNA "" DE SACHA",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0291-R,2025-04-29,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA SAN CAMILO DEL SECTOR RIO ONGOTA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0292-R,2025-04-29,REGISTRO DE DIRECTIVA,CONFEDERACIÓN DE PUEBLOS Y ORGANIZACIONES INDÍGENAS Y CAMPESINAS DEL ECUADOR,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0293-R,2025-04-29,REGISTRO DE DIRECTIVA,CENTRO SHUAR INTERCULTURAL KUPIAMAIS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0294-R,2025-04-30,REGISTRO DE DIRECTIVA,FUNDACIÓN CENTRO INTERCULTURAL DE DERECHOS Y JUSTICIA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0295-R,2025-04-30,PERSONERIA JURIDICA,CENTRO SHUAR SENKUAN,Personería jurídica de las comunas y comunidades,Personería jurídica de las comunas y comunidades,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica de las comunas y comunidades
SGDPN-DRCPN-2025-0296-R,2025-04-30,PERSONERIA JURIDICA,COMUNIDAD KICHWA AGUSTIN CAPAPUCHA DE AWAPUNGO,Personería jurídica de las comunas y comunidades,Personería jurídica de las comunas y comunidades,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica de las comunas y comunidades
SGDPN-DRCPN-2025-0297-R,2025-04-30,REGISTRO DE DIRECTIVA,FUNDACIÓN CULTURAL EL DANZANTE AUTÓCTONO DE LAS OCTAVAS DE CORPUS CRISTI,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0298-R,2025-05-01,REGISTRO DE DIRECTIVA,CORPORACION DE DESARROLLO SOCIAL PARA EL FORTALECIMIENTO INTEGRAL SINCHI CODEFIS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0299-R,2025-05-01,REGISTRO DE DIRECTIVA,PUEBLO SHUAR ARUTAM,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0300-R,2025-05-01,REGISTRO DE DIRECTIVA,CENTRO SHUAR KAPANTINENTSA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0301-R,2025-05-01,REGISTRO DE DIRECTIVA,CENTRO SHUAR CHIWIAS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0302-R,2025-05-07,REGISTRO DE DIRECTIVA,ORGANIZACIÓN CAMPESINA PILAHUÍN,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0303-R,2025-05-07,REGISTRO DE DIRECTIVA,"ASOCIACIÓN DE JOVENES DE IMBABURA ""HATUN URQUKUNA""",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0304-R,2025-05-07,REGISTRO DE DIRECTIVA,ASOCIACIÓN ACHUAR SAAPAP - ENTSA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0305-R,2025-05-07,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA BARTOLO AGUINDA DE WAYRAYAKW,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0306-R,2025-05-08,REGISTRO DE DIRECTIVA,CORPORACIÓN DE DESARROLLO SOCIAL PARA EL FORTALECIMIENTO INTEGRAL SINCHI CODEFIS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0307-R,2025-05-08,REGISTRO DE DIRECTIVA,ASOCIACIÓN DE MUJERES SINCHI WARMI DE LA COMUNIDAD ANCESTRAL PUERTO SANTA ANA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0308-R,2025-05-08,REGISTRO DE DIRECTIVA,CENTRO SHUAR YAAP,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0309-R,2025-05-09,PERSONERIA JURIDICA,ORGANIZACIÓN FUERZAS SOCIALES DEL ECUADOR FSE,Personería jurídica a organizaciones sin fines de lucro,"Personería jurídica de corporaciones de primer, segundo y tercer grado",Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0310-R,2025-05-12,REGISTRO DE DIRECTIVA,ASOCIACIÓN DE CENTROS SHUAR MENDEZ,Registro y actualización de Directiva,Registro y actualización de Directiva,Ángel Chela Llumiguano,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0311-R,2025-05-14,REGISTRO DE DIRECTIVA,CENTRO SHUAR TAYUNTZA NORTE,Registro y actualización de Directiva,Registro y actualización de Directiva,Ángel Chela Llumiguano,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0312-R,2025-05-14,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA PUERTO EL SOL,Registro y actualización de Directiva,Registro y actualización de Directiva,Ángel Chela Llumiguano,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0313-R,2025-05-14,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA DE ALTO PUSUNO,Registro y actualización de Directiva,Registro y actualización de Directiva,Ángel Chela Llumiguano,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0314-R,2025-05-14,PERSONERIA JURIDICA,ASOCIACION DE SOLIDARIZACION AFRODECENCIENTES Y MONTUBIAS DEL NORTE DE ESMERALDAS ASAMNE,Personería jurídica a organizaciones sin fines de lucro,"Personería jurídica de corporaciones de primer, segundo y tercer grado",Ángel Chela Llumiguano,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0315-R,2025-05-15,REGISTRO DE DIRECTIVA,"ASOCIACIÓN ""CUATRO DE OCTUBRE"", MORAVIA",Registro y actualización de Directiva,Registro y actualización de Directiva,Ángel Chela Llumiguano,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0316-R,2025-05-16,REGISTRO DE DIRECTIVA,CENTRO ACHUAR WAMPUIK,Registro y actualización de Directiva,Registro y actualización de Directiva,Ángel Chela Llumiguano,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0317-R,2025-05-16,REGISTRO DE DIRECTIVA,CENTRO SHUAR PAANTAN,Registro y actualización de Directiva,Registro y actualización de Directiva,Ángel Chela Llumiguano,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0318-R,2025-05-16,REGISTRO DE DIRECTIVA,CENTRO SHUAR WAMPIASHUK,Registro y actualización de Directiva,Registro y actualización de Directiva,Ángel Chela Llumiguano,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0319-R,2025-05-16,REGISTRO DE DIRECTIVA,CENTRO SHUAR SHIAM,Registro y actualización de Directiva,Registro y actualización de Directiva,Ángel Chela Llumiguano,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0320-R,2025-05-16,PERSONERIA JURIDICA,ASOCIACIÓN MONTUBIA LA JAGUA,Personería jurídica a organizaciones sin fines de lucro,"Personería jurídica de corporaciones de primer, segundo y tercer grado",Ángel Chela Llumiguano,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0321-R,2025-05-16,REGISTRO DE DIRECTIVA,"ASOCIACIÓN DE PARTERAS Y PARTEROS DE LA NACIONALIDAD KICWA, SHUAR, HUAORANI Y AWA DEL CANTÓN FRANCISCO DE ORELLANA",Registro y actualización de Directiva,Registro y actualización de Directiva,Ángel Chela Llumiguano,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0322-R,2025-05-16,REGISTRO DE DIRECTIVA,ASOCIACIÓN POBLACIONAL DE RAÍCES ANCESTRALES WANKAVILKAS SEMBRANDO EL FUTURO,Registro y actualización de Directiva,Registro y actualización de Directiva,Ángel Chela Llumiguano,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0323-R,2025-05-19,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA AYAPATA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0324-R,2025-05-19,REGISTRO DE DIRECTIVA,FUNDACIÓN YAMARAM,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0325-R,2025-05-20,REGISTRO DE DIRECTIVA,COMUNA JATUN ERA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0326-R,2025-05-20,REGISTRO DE DIRECTIVA,FUNDACIÓN WAMRAYARIY FUNDAWY,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0327-R,2025-05-20,INCLUSION DE SOCIOS,FUNDACIÓN WAMRAYARIY FUNDAWY,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSION DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0328-R,2025-05-20,PERSONERIA JURIDICA,FUNDACION ESTRELLA SUYAY,Personería jurídica a organizaciones sin fines de lucro,Personería jurídica de fundaciones,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0329-R,2025-05-20,PERSONERIA JURIDICA,FUNDACION WAWA MUYU,Personería jurídica a organizaciones sin fines de lucro,Personería jurídica de fundaciones,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0330-R,2025-05-20,PERSONERIA JURIDICA,CORPORACIÓN FÉNIX PARA EL RESCATE NATURAL Y CULTURAL,Personería jurídica a organizaciones sin fines de lucro,"Personería jurídica de corporaciones de primer, segundo y tercer grado",Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0331-R,2025-05-21,REFORMA DE ESTATUTO,FUNDACION PARA EL DESARROLLO COMUNITARIO SUMAK KAWSAY,Reforma y mejoramiento del Estatuto,Reforma y codificación del Estatuto,Luis Fernando Sarango Macas,REFORMA DE ESTATUTO | Reforma y mejoramiento del Estatuto
SGDPN-DRCPN-2025-0332-R,2025-05-21,REGISTRO DE DIRECTIVA,COMUNIDAD ACHUAR WACHIRPAS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0333-R,2025-05-21,REGISTRO DE DIRECTIVA,CENTRO SHUAR - ACHUAR KURINTS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0334-R,2025-05-21,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA WAYSA YAKU COKIWAYA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
